Area_log,Room,Parking,Warehouse,Elevator,Address,Price_log
4.875197323201151,3,True,True,True,Central Janatabad,12.082025676089351
5.817111159963204,4,True,True,True,Saadat Abad,13.925859513640198
5.771441123130016,4,True,True,True,Saadat Abad,14.103193377915776
5.262690188904886,3,True,True,True,Saadat Abad,13.384729180332174
4.61512051684126,2,True,True,True,Gheitarieh,12.493758480474876
5.003946305945459,3,True,True,True,Saadat Abad,13.108942377340417
4.983606621708336,2,True,True,True,Shahrake Gharb,13.102162710901053
5.262690188904886,4,True,True,True,Saadat Abad,13.50535698875042
5.4638318050256105,3,True,True,True,North Program Organization,13.214640471141028
5.420534999272286,3,True,True,True,Heravi,13.171155446333852
5.402677381872279,4,True,True,True,Saadat Abad,13.633190197169604
5.746203190540153,4,True,True,True,Farmanieh,14.220976332738882
5.241747015059643,3,True,True,True,Ozgol,13.286296345677878
5.14166355650266,2,True,True,True,Farmanieh,12.932012060200526
5.293304824724492,3,True,True,True,Farmanieh,13.736468432874318
4.394449154672439,2,True,True,True,North Program Organization,11.545724932907996
5.14166355650266,3,True,True,True,Niavaran,13.342838299091863
4.709530201312334,2,True,True,True,Tajrish,12.301387370778713
6.478509642208569,2,True,True,False,Absard,12.062977551872969
5.303304908059076,3,True,True,True,Saadat Abad,12.899222326086994
4.624972813284271,3,True,True,True,Ekhtiarieh,12.28611998396222
4.653960350157523,2,True,True,True,Feiz Garden,11.76239409080542
4.2626798770413155,2,True,True,True,Northern Janatabad,11.57747339231356
4.343805421853684,2,True,True,False,Shahr-e-Ziba,11.358230787202919
4.709530201312334,2,True,True,True,Feiz Garden,11.872935152465832
5.081404364984463,2,True,True,True,Pasdaran,13.199326270390594
5.19295685089021,3,True,True,True,Dorous,13.038983942375959
5.54907608489522,3,True,True,True,Dorous,13.332085535412102
4.51085950651685,2,True,True,True,Feiz Garden,11.76239409080542
4.356708826689592,2,True,True,True,Shahr-e-Ziba,11.358230787202919
4.574710978503383,2,True,True,True,Pasdaran,12.137085149028778
4.330733340286331,1,True,True,True,Central Janatabad,11.592977372601446
4.382026634673881,2,True,True,True,Abazar,11.51293546492023
4.219507705176107,1,True,True,True,Saadat Abad,11.638097402003213
4.836281906951478,2,True,True,True,Shahr-e-Ziba,12.270615838531832
4.330733340286331,2,True,True,False,Shahr-e-Ziba,11.050905878263567
4.330733340286331,2,True,True,False,Shahr-e-Ziba,11.050905878263567
4.5217885770490405,2,True,True,True,Saadat Abad,12.100717685412471
4.663439094112067,2,True,True,True,Parand,10.763229096719098
4.204692619390966,2,True,True,True,Ostad Moein,10.874916447806745
4.465908118654584,2,True,True,True,Southern Janatabad,11.599112335481124
4.290459441148391,2,True,True,False,Northern Janatabad,11.281426226931798
5.003946305945459,2,True,False,True,Koohsar,11.918397239722838
4.442651256490317,2,True,True,True,Saadat Abad,11.940375979776043
4.859812404361672,2,True,True,True,Niavaran,12.963760698787425
4.189654742026425,1,True,True,True,West Ferdows Boulevard,11.775297421715827
4.948759890378168,3,True,True,True,Pasdaran,12.882415241668832
4.7535901911063645,2,True,True,True,Ekhtiarieh,12.415797244071538
4.663439094112067,2,True,True,True,Saadat Abad,12.154784614286667
4.477336814478207,2,True,True,True,Pardis,9.983576566829804
4.330733340286331,2,True,True,False,Shahr-e-Ziba,11.050905878263567
4.110873864173311,1,True,True,True,Persian Gulf Martyrs Lake,10.28081618308593
4.23410650459726,1,True,True,True,Southern Program Organization,11.38130846729322
3.912023005428146,1,True,True,True,West Ferdows Boulevard,11.202784127483124
4.6443908991413725,2,True,True,True,Hekmat,12.6410997921206
4.02535169073515,1,True,True,True,West Ferdows Boulevard,11.202784127483124
4.948759890378168,3,True,True,True,Punak,12.455537414245025
5.552959584921617,4,True,True,True,Persian Gulf Martyrs Lake,12.96765931448889
4.418840607796598,2,True,True,True,Punak,11.805104884180365
5.123963979403259,3,True,True,True,Punak,12.783437609334959
3.9889840465642745,1,False,True,False,West Ferdows Boulevard,10.909027771628336
3.9512437185814275,1,False,True,False,West Ferdows Boulevard,10.85258752639956
4.007333185232471,1,True,True,False,West Ferdows Boulevard,11.170449240431308
4.418840607796598,2,True,True,True,Sattarkhan,11.825307491448847
4.330733340286331,2,True,True,True,West Ferdows Boulevard,11.44394327199769
4.59511985013459,2,True,True,True,West Ferdows Boulevard,11.92283182941612
4.330733340286331,2,True,True,False,Shahr-e-Ziba,11.050905878263567
4.2626798770413155,1,True,True,True,Niavaran,12.137085149028778
4.330733340286331,2,True,True,False,Shahr-e-Ziba,11.050905878263567
4.174387269895637,1,True,True,True,Ekbatan,11.722654077000726
4.454347296253507,2,True,True,True,Jeyhoon,11.156264806643742
3.8918202981106265,1,False,True,False,Parastar,10.39414118279864
4.330733340286331,2,True,True,False,Shahr-e-Ziba,11.050905878263567
5.5093883366279774,3,True,True,True,Ekhtiarieh,13.527829818844937
5.1298987149230735,3,True,True,True,Gheitarieh,13.053372655915066
5.638354669333745,4,True,True,True,Saadat Abad,14.064972194218932
4.330733340286331,2,True,True,False,Shahr-e-Ziba,11.050905878263567
4.442651256490317,2,True,True,True,Pardis,10.028694959216363
